,NII@NI225,IKS200,IKQ150,A132030,SPI@SPX
2017-03-06,19379 ,270 ,903 ,9335 ,2375 
2017-03-07,19344 ,272 ,906 ,9295 ,2368 
2017-03-08,19254 ,272 ,902 ,9245 ,2363 
2017-03-09,19319 ,272 ,903 ,9150 ,2365 
2017-03-10,19605 ,272 ,913 ,9115 ,2373 
2017-03-13,19634 ,275 ,914 ,9185 ,2373 
2017-03-14,19610 ,278 ,908 ,9145 ,2365 
2017-03-15,19577 ,278 ,896 ,9155 ,2385 
2017-03-16,19590 ,280 ,905 ,9310 ,2381 
2017-03-17,19522 ,282 ,900 ,9345 ,2378 
2017-03-20,,281 ,896 ,9380 ,2373 
2017-03-21,19456 ,284 ,900 ,9330 ,2344 
2017-03-22,19041 ,283 ,898 ,9420 ,2348 
2017-03-23,19085 ,283 ,896 ,9445 ,2346 
2017-03-24,19263 ,282 ,900 ,9430 ,2344 
2017-03-27,18986 ,280 ,902 ,9560 ,2342 
2017-03-28,19203 ,281 ,909 ,9490 ,2359 
2017-03-29,19217 ,282 ,911 ,9465 ,2361 
2017-03-30,19063 ,282 ,913 ,9470 ,2368 
2017-03-31,18909 ,281 ,921 ,9390 ,2363 
2017-04-03,18983 ,282 ,936 ,9435 ,2359 
2017-04-04,18810 ,281 ,935 ,9530 ,2360 
2017-04-05,18861 ,281 ,940 ,9525 ,2353 
2017-04-06,18597 ,279 ,943 ,9475 ,2357 
2017-04-07,18665 ,279 ,947 ,9565 ,2356 
2017-04-10,18798 ,277 ,924 ,9500 ,2357 
2017-04-11,18748 ,275 ,931 ,9530 ,2354 
2017-04-12,18553 ,276 ,930 ,9645 ,2345 
2017-04-13,18427 ,279 ,932 ,9735 ,2329 
2017-04-14,18336 ,277 ,925 ,9700 ,
2017-04-17,18355 ,278 ,944 ,9770 ,2349 
2017-04-18,18419 ,278 ,950 ,9715 ,2342 
2017-04-19,18432 ,276 ,952 ,9735 ,2338 
2017-04-20,18430 ,278 ,954 ,9700 ,2356 
2017-04-21,18621 ,280 ,951 ,9695 ,2349 
2017-04-24,18876 ,282 ,938 ,9625 ,2374 
2017-04-25,19079 ,285 ,948 ,9620 ,2389 
2017-04-26,19289 ,287 ,952 ,9570 ,2387 
2017-04-27,19252 ,287 ,945 ,9585 ,2389 
2017-04-28,19197 ,287 ,940 ,9620 ,2384 
2017-05-02,19446 ,290 ,940 ,9500 ,2391 
2017-05-04,,292 ,956 ,9370 ,2390 
2017-05-08,19896 ,300 ,976 ,9315 ,2399 
2017-05-10,19900 ,296 ,974 ,9275 ,2400 
2017-05-11,19962 ,300 ,982 ,9275 ,2394 
2017-05-12,19884 ,298 ,974 ,9315 ,2391 
2017-05-15,19870 ,299 ,979 ,9345 ,2402 
2017-05-16,19920 ,300 ,969 ,9365 ,2401 
2017-05-17,19815 ,299 ,970 ,9425 ,2357 
2017-05-18,19554 ,298 ,965 ,9520 ,2366 
2017-05-19,19591 ,298 ,969 ,9475 ,2382 
2017-05-22,19678 ,301 ,968 ,9500 ,2394 
2017-05-23,19613 ,301 ,972 ,9530 ,2398 
2017-05-24,19743 ,302 ,979 ,9470 ,2404 
2017-05-25,19813 ,305 ,973 ,9505 ,2415 
2017-05-26,19687 ,307 ,977 ,9485 ,2416 
2017-05-29,19683 ,307 ,971 ,9585 ,
2017-05-30,19678 ,305 ,981 ,9595 ,2413 
2017-05-31,19651 ,305 ,988 ,9565 ,2412 
2017-06-01,19860 ,304 ,990 ,9595 ,2430 
2017-06-02,20177 ,308 ,999 ,9510 ,2439 
2017-06-05,20171 ,307 ,1010 ,9695 ,2436 
2017-06-07,19985 ,306 ,1018 ,9750 ,2433 
2017-06-08,19909 ,306 ,1025 ,9735 ,2434 
2017-06-09,20013 ,309 ,1031 ,9625 ,2432 
2017-06-12,19909 ,306 ,1011 ,9605 ,2429 
2017-06-13,19899 ,308 ,1020 ,9585 ,2440 
2017-06-14,19884 ,308 ,1025 ,9615 ,2438 
2017-06-15,19832 ,307 ,1022 ,9560 ,2432 
2017-06-16,19943 ,307 ,1022 ,9495 ,2433 
2017-06-19,20068 ,309 ,1036 ,9480 ,2453 
2017-06-20,20230 ,309 ,1030 ,9445 ,2437 
2017-06-21,20139 ,308 ,1024 ,9440 ,2436 
2017-06-22,20111 ,309 ,1019 ,9445 ,2435 
2017-06-23,20133 ,310 ,1027 ,9490 ,2438 
2017-06-26,20153 ,312 ,1028 ,9500 ,2439 
2017-06-27,20225 ,312 ,1036 ,9480 ,2419 
2017-06-28,20130 ,311 ,1024 ,9470 ,2441 
2017-06-29,20220 ,313 ,1027 ,9465 ,2420 
2017-06-30,20033 ,312 ,1032 ,9410 ,2423 
2017-07-03,20056 ,312 ,1017 ,9345 ,2429 
2017-07-04,20032 ,310 ,1012 ,9270 ,
2017-07-05,20082 ,312 ,1017 ,9280 ,2433 
2017-07-06,19994 ,312 ,1024 ,9275 ,2410 
2017-07-07,19929 ,311 ,1028 ,9240 ,2425 
2017-07-10,20081 ,311 ,1017 ,9120 ,2427 
2017-07-11,20195 ,314 ,1010 ,9160 ,2426 
2017-07-12,20098 ,314 ,997 ,9225 ,2443 
2017-07-13,20100 ,316 ,1001 ,9240 ,2448 
2017-07-14,20119 ,317 ,1006 ,9210 ,2459 
2017-07-17,,319 ,1016 ,9295 ,2459 
2017-07-18,20000 ,319 ,1020 ,9345 ,2461 
2017-07-19,20021 ,319 ,1035 ,9365 ,2474 
2017-07-20,20145 ,321 ,1045 ,9345 ,2473 
2017-07-21,20100 ,322 ,1039 ,9400 ,2473 
2017-07-24,19976 ,322 ,1039 ,9455 ,2470 
2017-07-25,19955 ,320 ,1027 ,9465 ,2477 
2017-07-26,20050 ,319 ,1031 ,9405 ,2478 
2017-07-27,20080 ,321 ,1031 ,9530 ,2475 
2017-07-28,19960 ,314 ,1010 ,9505 ,2472 
2017-07-31,19925 ,315 ,1009 ,9565 ,2470 
2017-08-01,19986 ,317 ,1008 ,9545 ,2476 
2017-08-02,20080 ,318 ,1014 ,9530 ,2478 
2017-08-03,20029 ,312 ,987 ,9495 ,2472 
2017-08-04,19952 ,313 ,983 ,9565 ,2477 
2017-08-07,20056 ,314 ,1000 ,9500 ,2481 
2017-08-08,19996 ,313 ,1006 ,9500 ,2475 
2017-08-09,19739 ,310 ,993 ,9535 ,2474 
2017-08-10,19730 ,308 ,991 ,9640 ,2438 
2017-08-11,,303 ,972 ,9700 ,2441 
2017-08-14,19537 ,305 ,977 ,9710 ,2466 
2017-08-16,19729 ,307 ,991 ,9595 ,2468 
2017-08-17,19703 ,309 ,1006 ,9680 ,2430 
2017-08-18,19470 ,308 ,1006 ,9720 ,2426 
2017-08-21,19393 ,308 ,1001 ,9715 ,2428 
2017-08-22,19384 ,309 ,1010 ,9685 ,2453 
2017-08-23,19435 ,310 ,1007 ,9675 ,2444 
2017-08-24,19354 ,311 ,1013 ,9705 ,2439 
2017-08-25,19453 ,311 ,1016 ,9710 ,2443 
2017-08-28,19450 ,310 ,1026 ,9785 ,2444 
2017-08-29,19363 ,309 ,1028 ,9935 ,2446 
2017-08-30,19507 ,310 ,1026 ,9875 ,2458 
2017-08-31,19646 ,308 ,1034 ,9820 ,2472 
2017-09-01,19691 ,308 ,1041 ,9940 ,2477 
2017-09-04,19508 ,304 ,1023 ,10090 ,
2017-09-05,19386 ,304 ,1022 ,10045 ,2458 
2017-09-06,19358 ,303 ,1032 ,10065 ,2466 
2017-09-07,19397 ,307 ,1042 ,10035 ,2465 
2017-09-08,19275 ,307 ,1038 ,10170 ,2461 
2017-09-11,19546 ,310 ,1044 ,10070 ,2488 
2017-09-12,19777 ,310 ,1049 ,9990 ,2496 
2017-09-13,19866 ,310 ,1047 ,10010 ,2498 
2017-09-14,19807 ,313 ,1064 ,9930 ,2496 
2017-09-15,19910 ,314 ,1082 ,10020 ,2500 
2017-09-18,,319 ,1093 ,9925 ,2504 
2017-09-19,20299 ,319 ,1095 ,9865 ,2507 
2017-09-20,20310 ,318 ,1087 ,9865 ,2508 
2017-09-21,20347 ,318 ,1077 ,9780 ,2501 
2017-09-22,20296 ,317 ,1062 ,9760 ,2502 
2017-09-25,20398 ,316 ,1064 ,9745 ,2497 
2017-09-26,20330 ,314 ,1064 ,9875 ,2497 
2017-09-27,20267 ,314 ,1078 ,9745 ,2507 
2017-09-28,20363 ,314 ,1072 ,9605 ,2510 
2017-09-29,20356 ,316 ,1075 ,9645 ,2519 
2017-10-10,20824 ,322 ,1082 ,9700 ,2551 
2017-10-11,20881 ,326 ,1098 ,9705 ,2555 
2017-10-12,20955 ,328 ,1107 ,9755 ,2551 
2017-10-13,21155 ,327 ,1115 ,9745 ,2553 
2017-10-16,21256 ,328 ,1117 ,9805 ,2558 
2017-10-17,21336 ,329 ,1150 ,9705 ,2559 
2017-10-18,21363 ,328 ,1152 ,9660 ,2561 
2017-10-19,21449 ,326 ,1139 ,9580 ,2562 
2017-10-20,21458 ,329 ,1154 ,9640 ,2575 
2017-10-23,21697 ,329 ,1158 ,9600 ,2565 
2017-10-24,21805 ,329 ,1188 ,9630 ,2569 
2017-10-25,21708 ,329 ,1188 ,9585 ,2557 
2017-10-26,21740 ,327 ,1164 ,9625 ,2560 
2017-10-27,22008 ,329 ,1188 ,9520 ,2581 
2017-10-30,22012 ,330 ,1189 ,9525 ,2573 
2017-10-31,22012 ,334 ,1197 ,9590 ,2575 
2017-11-01,22420 ,339 ,1198 ,9575 ,2579 
2017-11-02,22539 ,338 ,1198 ,9610 ,2580 
2017-11-03,,339 ,1217 ,9585 ,2588 
2017-11-06,22548 ,337 ,1224 ,9540 ,2591 
2017-11-07,22938 ,337 ,1211 ,9610 ,2591 
2017-11-08,22914 ,338 ,1234 ,9585 ,2594 
2017-11-09,22869 ,337 ,1230 ,9615 ,2585 
2017-11-10,22681 ,336 ,1252 ,9645 ,2582 
2017-11-13,22381 ,334 ,1304 ,9590 ,2585 
2017-11-14,22380 ,334 ,1351 ,9590 ,2579 
2017-11-15,22028 ,332 ,1393 ,9620 ,2565 
2017-11-16,22351 ,334 ,1416 ,9575 ,2586 
2017-11-17,22397 ,334 ,1399 ,9630 ,2579 
2017-11-20,22262 ,333 ,1427 ,9685 ,2582 
2017-11-21,22416 ,334 ,1435 ,9580 ,2599 
2017-11-22,22523 ,335 ,1396 ,9615 ,2597 
2017-11-23,,335 ,1438 ,9675 ,
2017-11-24,22551 ,335 ,1408 ,9660 ,2602 
2017-11-27,22496 ,330 ,1402 ,9680 ,2601 
2017-11-28,22486 ,331 ,1350 ,9695 ,2627 
2017-11-29,22597 ,331 ,1370 ,9695 ,2626 
2017-11-30,22725 ,325 ,1349 ,9620 ,2648 
2017-12-01,22819 ,325 ,1391 ,9570 ,2642 
2017-12-04,22707 ,329 ,1377 ,9555 ,2639 
2017-12-05,22622 ,330 ,1343 ,9560 ,2630 
2017-12-06,22177 ,325 ,1325 ,9485 ,2629 
2017-12-07,22498 ,324 ,1295 ,9445 ,2637 
2017-12-08,22811 ,325 ,1283 ,9360 ,2652 
2017-12-11,22939 ,325 ,1329 ,9365 ,2660 
2017-12-12,22866 ,324 ,1315 ,9330 ,2664 
2017-12-13,22758 ,326 ,1335 ,9310 ,2663 
2017-12-14,22694 ,325 ,1320 ,9430 ,2652 
2017-12-15,22553 ,326 ,1323 ,9420 ,2676 
2017-12-18,22902 ,327 ,1311 ,9420 ,2690 
2017-12-19,22868 ,327 ,1310 ,9470 ,2681 
2017-12-20,22892 ,326 ,1286 ,9475 ,2679 
2017-12-21,22866 ,320 ,1263 ,9465 ,2685 
2017-12-22,22903 ,321 ,1319 ,9480 ,2683 
2017-12-26,22893 ,319 ,1322 ,9600 ,2681 
2017-12-27,22911 ,320 ,1400 ,9610 ,2683 
2017-12-28,22784 ,325 ,1414 ,9685 ,2688 
2018-01-02,,326 ,1439 ,9805 ,2696 
2018-01-03,,327 ,1464 ,9835 ,2713 
2018-01-04,23506 ,325 ,1426 ,9805 ,2724 
2018-01-05,23715 ,329 ,1477 ,9870 ,2743 
2018-01-08,,331 ,1519 ,9870 ,2748 
2018-01-09,23850 ,330 ,1498 ,9835 ,2751 
2018-01-10,23788 ,328 ,1505 ,9800 ,2748 
2018-01-11,23710 ,326 ,1563 ,9835 ,2768 
2018-01-12,23654 ,327 ,1639 ,9945 ,2786 
2018-01-15,23715 ,327 ,1691 ,10055 ,
2018-01-16,23952 ,330 ,1704 ,10025 ,2776 
2018-01-17,23868 ,329 ,1654 ,9980 ,2803 
2018-01-18,23763 ,329 ,1673 ,9935 ,2798 
2018-01-19,23808 ,330 ,1607 ,9930 ,2810 
2018-01-22,23816 ,326 ,1588 ,9960 ,2833 
2018-01-23,24124 ,331 ,1646 ,9995 ,2839 
2018-01-24,23941 ,331 ,1637 ,10005 ,2838 
2018-01-25,23669 ,334 ,1635 ,10215 ,2839 
2018-01-26,23632 ,335 ,1661 ,10115 ,2873 
2018-01-29,23629 ,338 ,1703 ,10070 ,2854 
2018-01-30,23292 ,333 ,1688 ,9970 ,2822 
2018-01-31,23098 ,333 ,1664 ,10035 ,2824 
2018-02-01,23486 ,333 ,1630 ,10010 ,2822 
2018-02-02,23275 ,327 ,1623 ,10055 ,2762 
2018-02-05,22682 ,323 ,1538 ,9920 ,2649 
2018-02-06,21610 ,318 ,1551 ,10025 ,2695 
2018-02-07,21645 ,310 ,1479 ,9935 ,2682 
2018-02-08,21891 ,312 ,1554 ,9790 ,2581 
2018-02-09,21383 ,305 ,1507 ,9835 ,2620 
2018-02-12,,308 ,1506 ,9885 ,2656 
2018-02-13,21245 ,311 ,1466 ,9910 ,2663 
2018-02-14,21154 ,314 ,1513 ,9955 ,2699 
2018-02-19,22149 ,317 ,1582 ,10070 ,
2018-02-20,21925 ,313 ,1545 ,10000 ,2716 
2018-02-21,21971 ,314 ,1570 ,9900 ,2701 
2018-02-22,21736 ,312 ,1556 ,9850 ,2704 
2018-02-23,21893 ,317 ,1567 ,9880 ,2747 
2018-02-26,22154 ,317 ,1573 ,9990 ,2780 
2018-02-27,22390 ,317 ,1571 ,9955 ,2744 
2018-02-28,22068 ,313 ,1535 ,9825 ,2714 
2018-03-02,21182 ,308 ,1548 ,9825 ,2691 
2018-03-05,21042 ,305 ,1519 ,9900 ,2721 
2018-03-06,21418 ,310 ,1555 ,9865 ,2728 
2018-03-07,21253 ,311 ,1512 ,9925 ,2727 
2018-03-08,21368 ,315 ,1536 ,9865 ,2739 
2018-03-09,21469 ,318 ,1559 ,9795 ,2787 
2018-03-12,21824 ,321 ,1603 ,9860 ,2783 
2018-03-13,21968 ,323 ,1603 ,9810 ,2765 
2018-03-14,21777 ,322 ,1602 ,9855 ,2749 
2018-03-15,21804 ,323 ,1605 ,9880 ,2747 
2018-03-16,21677 ,323 ,1615 ,9790 ,2752 
2018-03-19,21481 ,320 ,1582 ,9745 ,2713 
2018-03-20,21381 ,322 ,1614 ,9800 ,2717 
2018-03-21,,322 ,1599 ,9785 ,2712 
2018-03-22,21592 ,323 ,1563 ,9880 ,2644 
2018-03-23,20618 ,312 ,1469 ,9990 ,2588 
2018-03-26,20766 ,315 ,1528 ,10020 ,2659 
2018-03-27,21317 ,316 ,1525 ,10055 ,2613 
2018-03-28,21031 ,312 ,1511 ,9985 ,2605 
2018-03-29,21159 ,314 ,1550 ,9870 ,2641 
2018-03-30,21454 ,315 ,1551 ,9945 ,
2018-04-02,21389 ,314 ,1541 ,9900 ,2582 
2018-04-03,21292 ,313 ,1554 ,9960 ,2614 
2018-04-04,21320 ,309 ,1539 ,9930 ,2645 
2018-04-05,21645 ,313 ,1551 ,9875 ,2663 
2018-04-06,21568 ,312 ,1550 ,9870 ,2604 
2018-04-09,21678 ,313 ,1566 ,9905 ,2613 
2018-04-10,21794 ,314 ,1565 ,9910 ,2657 
2018-04-11,21687 ,313 ,1573 ,10010 ,2642 
2018-04-12,21660 ,313 ,1554 ,10025 ,2664 
2018-04-13,21779 ,315 ,1568 ,9945 ,2656 
2018-04-16,21836 ,315 ,1570 ,9990 ,2678 
2018-04-17,21848 ,315 ,1571 ,9980 ,2706 
2018-04-18,22158 ,319 ,1554 ,9975 ,2709 
2018-04-19,22191 ,320 ,1526 ,10030 ,2693 
2018-04-20,22162 ,318 ,1531 ,9990 ,2670 
2018-04-23,22088 ,318 ,1502 ,9920 ,2670 
2018-04-24,22278 ,316 ,1484 ,9835 ,2635 
2018-04-25,22215 ,314 ,1482 ,9850 ,2639 
2018-04-26,22320 ,318 ,1501 ,9800 ,2667 
2018-04-27,22468 ,321 ,1522 ,9785 ,2670 
2018-04-30,,324 ,1495 ,9765 ,2648 
2018-05-02,22473 ,323 ,1480 ,9695 ,2636 
2018-05-03,,321 ,1464 ,9715 ,2630 
2018-05-04,,317 ,1430 ,9745 ,2663 
2018-05-08,22509 ,316 ,1362 ,9745 ,2672 
2018-05-09,22409 ,314 ,1425 ,9720 ,2698 
2018-05-10,22497 ,317 ,1420 ,9750 ,2723 
2018-05-11,22758 ,319 ,1437 ,9800 ,2728 
2018-05-14,22866 ,318 ,1403 ,9800 ,2730 
2018-05-15,22818 ,315 ,1420 ,9735 ,2711 
2018-05-16,22717 ,316 ,1420 ,9600 ,2722 
2018-05-17,22838 ,314 ,1430 ,9530 ,2720 
2018-05-18,22930 ,315 ,1454 ,9565 ,2713 
2018-05-21,23002 ,316 ,1454 ,9525 ,2733 
2018-05-23,22690 ,318 ,1451 ,9560 ,2733 
2018-05-24,22437 ,317 ,1470 ,9575 ,2728 
2018-05-25,22451 ,318 ,1486 ,9660 ,2721 
2018-05-28,22481 ,319 ,1490 ,9610 ,
2018-05-29,22358 ,316 ,1459 ,9590 ,2690 
2018-05-30,22019 ,309 ,1482 ,9610 ,2724 
2018-05-31,22202 ,311 ,1492 ,9645 ,2705 
2018-06-01,22171 ,313 ,1495 ,9600 ,2735 
2018-06-04,22476 ,315 ,1470 ,9540 ,2747 
2018-06-05,22540 ,316 ,1469 ,9565 ,2749 
2018-06-07,22823 ,318 ,1493 ,9585 ,2770 
2018-06-08,22695 ,315 ,1469 ,9570 ,2779 
2018-06-11,22804 ,317 ,1466 ,9620 ,2782 
2018-06-12,22878 ,317 ,1472 ,9610 ,2787 
2018-06-14,22739 ,311 ,1456 ,9645 ,2782 
2018-06-15,22852 ,309 ,1458 ,9590 ,2780 
2018-06-18,22680 ,305 ,1410 ,9480 ,2774 
2018-06-19,22278 ,301 ,1363 ,9465 ,2763 
2018-06-20,22555 ,304 ,1420 ,9430 ,2767 
2018-06-21,22693 ,301 ,1388 ,9345 ,2750 
2018-06-22,22517 ,304 ,1406 ,9390 ,2755 
2018-06-25,22338 ,303 ,1416 ,9360 ,2717 
2018-06-26,22342 ,303 ,1411 ,9350 ,2723 
2018-06-27,22272 ,302 ,1400 ,9290 ,2700 
2018-06-28,22270 ,298 ,1370 ,9260 ,2716 
2018-06-29,22305 ,300 ,1392 ,9250 ,2718 
2018-07-02,21812 ,293 ,1338 ,9225 ,2727 
2018-07-03,21786 ,293 ,1352 ,9170 ,2713 
2018-07-04,21717 ,292 ,1357 ,9290 ,
2018-07-05,21547 ,292 ,1361 ,9290 ,2737 
2018-07-06,21788 ,293 ,1391 ,9290 ,2760 
2018-07-09,22052 ,295 ,1392 ,9330 ,2784 
2018-07-10,22197 ,296 ,1390 ,9285 ,2794 
2018-07-11,21932 ,294 ,1357 ,9230 ,2774 
2018-07-12,22188 ,294 ,1384 ,9190 ,2798 
2018-07-13,22597 ,299 ,1399 ,9205 ,2801 
2018-07-16,,297 ,1392 ,9185 ,2798 
2018-07-17,22697 ,297 ,1375 ,9175 ,2810 
2018-07-18,22794 ,296 ,1361 ,9025 ,2816 
2018-07-19,22765 ,296 ,1335 ,9035 ,2804 
2018-07-20,22698 ,297 ,1322 ,9020 ,2802 
2018-07-23,22397 ,295 ,1250 ,9080 ,2807 
2018-07-24,22510 ,295 ,1252 ,9000 ,2820 
2018-07-25,22614 ,295 ,1222 ,9055 ,2846 
2018-07-26,22587 ,297 ,1256 ,9075 ,2837 
2018-07-27,22713 ,298 ,1263 ,9020 ,2819 
2018-07-30,22545 ,297 ,1247 ,9000 ,2803 
2018-07-31,22554 ,297 ,1266 ,9010 ,2816 
2018-08-01,22747 ,299 ,1303 ,9005 ,2813 
2018-08-02,22513 ,294 ,1281 ,8990 ,2827 
2018-08-03,22525 ,296 ,1295 ,8895 ,2840 
2018-08-06,22507 ,295 ,1276 ,8945 ,2850 
2018-08-07,22663 ,297 ,1285 ,8910 ,2858 
2018-08-08,22644 ,297 ,1280 ,8940 ,2858 
2018-08-09,22598 ,297 ,1297 ,8960 ,2854 
2018-08-10,22298 ,294 ,1290 ,8900 ,2833 
2018-08-13,21857 ,290 ,1239 ,8910 ,2822 
2018-08-14,22356 ,291 ,1253 ,8790 ,2840 
2018-08-16,22192 ,288 ,1252 ,8660 ,2841 
2018-08-17,22270 ,289 ,1276 ,8660 ,2850 
2018-08-20,22199 ,289 ,1267 ,8730 ,2857 
2018-08-21,22220 ,292 ,1310 ,8815 ,2863 
2018-08-22,22363 ,293 ,1299 ,8790 ,2862 
2018-08-23,22411 ,294 ,1314 ,8785 ,2857 
2018-08-24,22602 ,296 ,1331 ,8755 ,2875 
2018-08-27,22800 ,297 ,1344 ,8885 ,2897 
2018-08-28,22813 ,297 ,1333 ,8905 ,2898 
2018-08-29,22848 ,298 ,1343 ,8865 ,2914 
2018-08-30,22870 ,298 ,1344 ,8840 ,2901 
2018-08-31,22865 ,300 ,1376 ,8865 ,2902 
2018-09-03,22707 ,297 ,1374 ,8840 ,
2018-09-04,22697 ,299 ,1400 ,8805 ,2897 
2018-09-05,22581 ,295 ,1377 ,8775 ,2889 
2018-09-06,22488 ,294 ,1369 ,8810 ,2878 
2018-09-07,22307 ,293 ,1371 ,8840 ,2872 
2018-09-10,22373 ,294 ,1368 ,8780 ,2877 
2018-09-11,22665 ,292 ,1380 ,8805 ,2888 
2018-09-12,22605 ,292 ,1400 ,8780 ,2889 
2018-09-13,22821 ,292 ,1410 ,8850 ,2904 
2018-09-14,23095 ,297 ,1423 ,8860 ,2905 
2018-09-17,,295 ,1415 ,8805 ,2889 
2018-09-18,23421 ,296 ,1423 ,8790 ,2904 
2018-09-19,23673 ,297 ,1421 ,8825 ,2908 
2018-09-20,23675 ,299 ,1410 ,8860 ,2931 
2018-09-21,23870 ,301 ,1419 ,8895 ,2930 
2018-09-27,23797 ,303 ,1429 ,8790 ,2914 
2018-09-28,24120 ,301 ,1412 ,8685 ,2914 
2018-10-01,24246 ,300 ,1401 ,8740 ,2925 
2018-10-02,24271 ,297 ,1349 ,8775 ,2923 
2018-10-04,23976 ,292 ,1343 ,8805 ,2902 
2018-10-05,23784 ,291 ,1311 ,8825 ,2886 
2018-10-08,,290 ,1297 ,8795 ,2884 
2018-10-10,23506 ,288 ,1278 ,8745 ,2786 
2018-10-11,22591 ,275 ,1222 ,8785 ,2728 
2018-10-12,22695 ,279 ,1274 ,8940 ,2767 
2018-10-15,22271 ,277 ,1234 ,9000 ,2751 
2018-10-16,22549 ,277 ,1258 ,9005 ,2810 
2018-10-17,22841 ,280 ,1269 ,8980 ,2809 
2018-10-18,22658 ,277 ,1246 ,8965 ,2769 
