,NII@NI225,IKS200,IKQ150,A132030,SPI@SPX
2018-10-19,22532 ,279 ,1274 ,9005 ,2768 
2018-10-22,22615 ,279 ,1284 ,9015 ,2756 
2018-10-23,22011 ,273 ,1236 ,9025 ,2741 
2018-10-24,22091 ,271 ,1204 ,9045 ,2656 
2018-10-25,21269 ,267 ,1189 ,9105 ,2706 
2018-10-26,21185 ,263 ,1148 ,9080 ,2659 
2018-10-29,21150 ,260 ,1115 ,9055 ,2641 
2018-10-30,21457 ,262 ,1142 ,9000 ,2683 
2018-10-31,21920 ,264 ,1124 ,8945 ,2712 
2018-11-01,21688 ,263 ,1126 ,8970 ,2740 
2018-11-02,22244 ,273 ,1193 ,9055 ,2723 
2018-11-05,21899 ,270 ,1195 ,9050 ,2738 
2018-11-06,22148 ,272 ,1190 ,9010 ,2755 
2018-11-07,22086 ,270 ,1173 ,9025 ,2814 
2018-11-08,22487 ,272 ,1185 ,8985 ,2807 
2018-11-09,22250 ,271 ,1164 ,8950 ,2781 
2018-11-12,22270 ,272 ,1122 ,8855 ,2726 
2018-11-13,21811 ,270 ,1126 ,8835 ,2722 
2018-11-14,21846 ,269 ,1128 ,8830 ,2702 
2018-11-15,21804 ,272 ,1156 ,8900 ,2730 
2018-11-16,21680 ,272 ,1174 ,8905 ,2736 
2018-11-19,21821 ,272 ,1202 ,8920 ,2691 
2018-11-20,21583 ,270 ,1173 ,8955 ,2642 
2018-11-21,21508 ,268 ,1186 ,8955 ,2650 
2018-11-22,21647 ,268 ,1183 ,9010 ,
2018-11-23,,266 ,1165 ,9005 ,2633 
2018-11-26,21812 ,270 ,1194 ,8985 ,2673 
2018-11-27,21952 ,272 ,1201 ,8960 ,2682 
2018-11-28,22177 ,273 ,1197 ,8910 ,2744 
2018-11-29,22263 ,274 ,1185 ,8990 ,2738 
2018-11-30,22351 ,271 ,1187 ,8970 ,2760 
2018-12-03,22575 ,276 ,1222 ,8995 ,2790 
2018-12-04,22036 ,273 ,1215 ,9075 ,2700 
2018-12-05,21919 ,271 ,1200 ,9050 ,
2018-12-06,21502 ,267 ,1158 ,9070 ,2696 
2018-12-07,21679 ,268 ,1176 ,9070 ,2633 
2018-12-10,21220 ,265 ,1151 ,9155 ,2638 
2018-12-11,21148 ,265 ,1131 ,9145 ,2637 
2018-12-12,21603 ,268 ,1166 ,9090 ,2651 
2018-12-13,21816 ,269 ,1169 ,9095 ,2651 
2018-12-14,21375 ,266 ,1132 ,9060 ,2600 
2018-12-17,21507 ,266 ,1126 ,9065 ,2546 
2018-12-18,21115 ,265 ,1123 ,9105 ,2546 
2018-12-19,20988 ,267 ,1154 ,9130 ,2507 
2018-12-20,20393 ,265 ,1149 ,9105 ,2467 
2018-12-21,20166 ,265 ,1162 ,9215 ,2417 
2018-12-24,,264 ,1157 ,9240 ,2351 
2018-12-26,19327 ,261 ,1167 ,9325 ,2468 
2018-12-27,20078 ,261 ,1161 ,9285 ,2489 
2018-12-28,20015 ,262 ,1166 ,9350 ,2486 
2019-01-02,,258 ,1144 ,9400 ,2510 
2019-01-03,,256 ,1115 ,9440 ,2448 
2019-01-04,19562 ,258 ,1132 ,9460 ,2532 
2019-01-07,20039 ,262 ,1141 ,9425 ,2550 
2019-01-08,20204 ,260 ,1131 ,9380 ,2574 
2019-01-09,20427 ,266 ,1148 ,9350 ,2585 
2019-01-10,20164 ,266 ,1154 ,9460 ,2597 
2019-01-11,20360 ,267 ,1154 ,9450 ,2596 
2019-01-14,,265 ,1139 ,9435 ,2583 
2019-01-15,20555 ,270 ,1149 ,9430 ,2610 
2019-01-16,20443 ,271 ,1147 ,9430 ,2616 
2019-01-17,20402 ,272 ,1128 ,9430 ,2636 
2019-01-18,20666 ,274 ,1148 ,9430 ,2671 
2019-01-21,20719 ,274 ,1140 ,9370 ,
2019-01-22,20623 ,273 ,1140 ,9310 ,2633 
2019-01-23,20594 ,274 ,1136 ,9375 ,2639 
2019-01-24,20575 ,277 ,1156 ,9340 ,2642 
2019-01-25,20774 ,282 ,1168 ,9355 ,2665 
2019-01-28,20649 ,282 ,1177 ,9500 ,2644 
2019-01-29,20665 ,283 ,1173 ,9510 ,2640 
2019-01-30,20557 ,287 ,1184 ,9585 ,2681 
2019-01-31,20773 ,286 ,1191 ,9625 ,2704 
2019-02-01,20788 ,286 ,1192 ,9615 ,2707 
2019-02-07,20751 ,286 ,1217 ,9505 ,2706 
2019-02-08,20333 ,281 ,1214 ,9525 ,2708 
2019-02-11,,282 ,1227 ,9565 ,2710 
2019-02-12,20864 ,284 ,1218 ,9540 ,2745 
2019-02-13,21144 ,285 ,1235 ,9570 ,2753 
2019-02-14,21140 ,289 ,1237 ,9530 ,2746 
2019-02-15,20901 ,284 ,1229 ,9550 ,2776 
2019-02-18,21282 ,286 ,1241 ,9635 ,
2019-02-19,21303 ,285 ,1249 ,9645 ,2780 
2019-02-20,21431 ,288 ,1254 ,9755 ,2785 
2019-02-21,21464 ,288 ,1246 ,9750 ,2775 
2019-02-22,21426 ,289 ,1239 ,9640 ,2793 
2019-02-25,21528 ,289 ,1253 ,9700 ,2796 
2019-02-26,21449 ,288 ,1248 ,9665 ,2794 
2019-02-27,21557 ,289 ,1259 ,9660 ,2792 
2019-02-28,21385 ,284 ,1235 ,9575 ,2784 
2019-03-04,21822 ,283 ,1268 ,9405 ,2793 
2019-03-05,21726 ,280 ,1267 ,9340 ,2790 
2019-03-06,21597 ,280 ,1253 ,9370 ,2771 
2019-03-07,21456 ,279 ,1229 ,9350 ,2749 
2019-03-08,21026 ,275 ,1230 ,9400 ,2743 
2019-03-11,21125 ,275 ,1242 ,9450 ,2783 
2019-03-12,21504 ,278 ,1273 ,9420 ,2792 
2019-03-13,21290 ,276 ,1271 ,9495 ,2811 
2019-03-14,21287 ,277 ,1256 ,9465 ,2808 
2019-03-15,21451 ,280 ,1243 ,9460 ,2822 
2019-03-18,21585 ,280 ,1243 ,9450 ,2833 
2019-03-19,21567 ,280 ,1228 ,9490 ,2833 
2019-03-20,21609 ,280 ,1232 ,9495 ,2824 
2019-03-21,,282 ,1219 ,9590 ,2855 
2019-03-22,21627 ,283 ,1219 ,9535 ,2801 
2019-03-25,20977 ,277 ,1188 ,9575 ,2798 
2019-03-26,21428 ,278 ,1204 ,9600 ,2818 
2019-03-27,21379 ,277 ,1182 ,9545 ,2805 
2019-03-28,21034 ,275 ,1170 ,9520 ,2815 
2019-03-29,21206 ,276 ,1194 ,9350 ,2834 
2019-04-01,21509 ,280 ,1200 ,9375 ,2867 
2019-04-02,21505 ,282 ,1203 ,9345 ,2867 
2019-04-03,21713 ,286 ,1224 ,9390 ,2873 
2019-04-04,21725 ,286 ,1221 ,9385 ,2879 
2019-04-05,21808 ,287 ,1212 ,9355 ,2893 
2019-04-08,21762 ,286 ,1210 ,9415 ,2896 
2019-04-09,21803 ,287 ,1216 ,9425 ,2878 
2019-04-10,21688 ,288 ,1221 ,9470 ,2888 
2019-04-11,21711 ,287 ,1233 ,9485 ,2888 
2019-04-12,21871 ,288 ,1228 ,9390 ,2907 
2019-04-15,22169 ,289 ,1226 ,9340 ,2906 
2019-04-16,22222 ,291 ,1228 ,9315 ,2907 
2019-04-17,22278 ,290 ,1228 ,9260 ,2900 
2019-04-18,22090 ,286 ,1200 ,9195 ,2905 
2019-04-19,22201 ,286 ,1219 ,9240 ,
2019-04-22,22218 ,286 ,1219 ,9275 ,2908 
2019-04-23,22260 ,286 ,1219 ,9220 ,2934 
2019-04-24,22200 ,284 ,1211 ,9200 ,2927 
2019-04-25,22308 ,283 ,1200 ,9250 ,2926 
2019-04-26,22259 ,281 ,1186 ,9285 ,2940 
2019-04-29,,287 ,1205 ,9310 ,2943 
2019-04-30,,285 ,1208 ,9300 ,2946 
2019-05-02,,286 ,1208 ,9215 ,2918 
2019-05-03,,284 ,1210 ,9200 ,2946 
2019-05-07,21924 ,281 ,1193 ,9300 ,2884 
2019-05-08,21603 ,280 ,1176 ,9315 ,2879 
2019-05-09,21402 ,271 ,1144 ,9290 ,2871 
2019-05-10,21345 ,272 ,1140 ,9305 ,2881 
2019-05-13,21191 ,269 ,1110 ,9300 ,2812 
2019-05-14,21067 ,269 ,1112 ,9405 ,2834 
2019-05-15,21189 ,270 ,1142 ,9375 ,2851 
2019-05-16,21063 ,266 ,1121 ,9390 ,2876 
2019-05-17,21250 ,264 ,1110 ,9325 ,2860 
2019-05-20,21302 ,265 ,1088 ,9240 ,2840 
2019-05-21,21272 ,266 ,1091 ,9230 ,2864 
2019-05-22,21283 ,267 ,1094 ,9210 ,2856 
2019-05-23,21151 ,266 ,1073 ,9225 ,2822 
2019-05-24,21117 ,264 ,1062 ,9285 ,2826 
2019-05-27,21183 ,264 ,1061 ,9310 ,
2019-05-28,21260 ,265 ,1086 ,9285 ,2802 
2019-05-29,21003 ,261 ,1060 ,9285 ,2783 
2019-05-30,20943 ,264 ,1060 ,9240 ,2789 
2019-05-31,20601 ,264 ,1075 ,9350 ,2752 
2019-06-03,20411 ,268 ,1079 ,9490 ,2744 
2019-06-04,20409 ,268 ,1084 ,9595 ,2803 
2019-06-05,20776 ,268 ,1086 ,9620 ,2826 
2019-06-07,20885 ,268 ,1094 ,9605 ,2873 
2019-06-10,21134 ,272 ,1100 ,9580 ,2887 
2019-06-11,21204 ,273 ,1114 ,9595 ,2886 
2019-06-12,21130 ,273 ,1103 ,9655 ,2880 
2019-06-13,21032 ,271 ,1100 ,9670 ,2892 
2019-06-14,21117 ,270 ,1092 ,9750 ,2887 
2019-06-17,21124 ,270 ,1084 ,9685 ,2890 
2019-06-18,20973 ,271 ,1071 ,9740 ,2918 
2019-06-19,21334 ,275 ,1079 ,9720 ,2926 
2019-06-20,21463 ,276 ,1095 ,9990 ,2954 
2019-06-21,21259 ,275 ,1083 ,10080 ,2950 
2019-06-24,21286 ,276 ,1075 ,10150 ,2945 
2019-06-25,21194 ,275 ,1067 ,10310 ,2917 
2019-06-26,21087 ,276 ,1066 ,10170 ,2914 
2019-06-27,21338 ,278 ,1038 ,10145 ,2925 
2019-06-28,21276 ,278 ,1013 ,10220 ,2942 
2019-07-01,21730 ,277 ,1037 ,9995 ,2964 
2019-07-02,21754 ,276 ,1028 ,10035 ,2973 
2019-07-03,21638 ,272 ,1026 ,10290 ,2996 
2019-07-04,21702 ,275 ,1020 ,10215 ,
2019-07-05,21746 ,274 ,1031 ,10195 ,2990 
2019-07-08,21534 ,269 ,995 ,10130 ,2976 
2019-07-09,21565 ,268 ,970 ,10055 ,2980 
2019-07-10,21533 ,269 ,982 ,10040 ,2993 
2019-07-11,21644 ,272 ,998 ,10235 ,3000 
2019-07-12,21686 ,273 ,1000 ,10155 ,3014 
2019-07-15,,273 ,991 ,10205 ,3014 
2019-07-16,21535 ,274 ,996 ,10195 ,3004 
2019-07-17,21469 ,271 ,986 ,10135 ,2984 
2019-07-18,21046 ,271 ,982 ,10245 ,2995 
2019-07-19,21467 ,275 ,1002 ,10410 ,2977 
2019-07-22,21417 ,275 ,1001 ,10290 ,2985 
2019-07-23,21621 ,276 ,993 ,10220 ,3005 
2019-07-24,21710 ,273 ,982 ,10245 ,3020 
2019-07-25,21757 ,273 ,972 ,10265 ,3004 
2019-07-26,21658 ,272 ,962 ,10205 ,3026 
2019-07-29,21617 ,268 ,929 ,10210 ,3021 
2019-07-30,21709 ,269 ,933 ,10260 ,3013 
2019-07-31,21522 ,266 ,940 ,10310 ,2980 
2019-08-01,21541 ,266 ,931 ,10145 ,2954 
2019-08-02,21087 ,263 ,903 ,10325 ,2932 
2019-08-05,20720 ,257 ,827 ,10520 ,2845 
2019-08-06,20585 ,253 ,803 ,10540 ,2882 
2019-08-07,20517 ,252 ,819 ,10730 ,2884 
2019-08-08,20593 ,252 ,848 ,10805 ,2938 
2019-08-09,20685 ,255 ,848 ,10820 ,2919 
2019-08-12,,255 ,850 ,10770 ,2884 
2019-08-13,20455 ,253 ,840 ,10965 ,2926 
2019-08-14,20655 ,255 ,857 ,10785 ,2841 
2019-08-16,20419 ,254 ,852 ,10905 ,2889 
2019-08-19,20563 ,255 ,857 ,10830 ,2924 
2019-08-20,20677 ,258 ,875 ,10775 ,2901 
2019-08-21,20619 ,258 ,894 ,10810 ,2924 
2019-08-22,20628 ,256 ,889 ,10805 ,2923 
2019-08-23,20711 ,256 ,882 ,10735 ,2847 
2019-08-26,20261 ,252 ,834 ,11090 ,2878 
2019-08-27,20456 ,254 ,844 ,11040 ,2869 
2019-08-28,20479 ,256 ,878 ,11075 ,2888 
2019-08-29,20461 ,254 ,874 ,11115 ,2925 
2019-08-30,20704 ,259 ,891 ,11005 ,2926 
2019-09-02,20620 ,259 ,911 ,10960 ,
2019-09-03,20625 ,258 ,905 ,10975 ,2906 
2019-09-04,20649 ,262 ,920 ,11055 ,2938 
2019-09-05,21086 ,264 ,927 ,11110 ,2976 
2019-09-06,21200 ,266 ,922 ,10890 ,2979 
2019-09-09,21318 ,267 ,915 ,10845 ,2978 
2019-09-10,21392 ,269 ,908 ,10710 ,2979 
2019-09-11,21598 ,271 ,921 ,10720 ,3001 
2019-09-16,,272 ,943 ,10825 ,2998 
2019-09-17,22001 ,272 ,948 ,10750 ,3006 
2019-09-18,21961 ,273 ,945 ,10770 ,3007 
2019-09-19,22044 ,275 ,943 ,10735 ,3007 
2019-09-20,22079 ,276 ,946 ,10795 ,2992 
2019-09-23,,277 ,938 ,10885 ,2992 
2019-09-24,22099 ,278 ,923 ,10930 ,2967 
2019-09-25,22020 ,274 ,898 ,10985 ,2985 
2019-09-26,22048 ,275 ,904 ,10840 ,2978 
2019-09-27,21879 ,271 ,899 ,10800 ,2962 
2019-09-30,21756 ,274 ,894 ,10690 ,2977 
2019-10-01,21885 ,274 ,926 ,10495 ,2940 
2019-10-02,21779 ,269 ,908 ,10595 ,2888 
2019-10-04,21410 ,267 ,911 ,10820 ,2952 
2019-10-07,21375 ,268 ,946 ,10805 ,2939 
2019-10-08,21588 ,271 ,958 ,10685 ,2893 
2019-10-10,21552 ,269 ,955 ,10790 ,2938 
2019-10-11,21799 ,271 ,947 ,10750 ,2970 
2019-10-14,,274 ,966 ,10675 ,2966 
2019-10-15,22207 ,274 ,976 ,10685 ,2996 
2019-10-16,22473 ,276 ,983 ,10605 ,2990 
2019-10-17,22452 ,276 ,974 ,10695 ,2998 
2019-10-18,22493 ,273 ,967 ,10680 ,2986 
2019-10-21,22549 ,274 ,988 ,10690 ,3007 
2019-10-22,,277 ,1011 ,10640 ,2996 
2019-10-23,22625 ,276 ,1034 ,10675 ,3005 
2019-10-24,22751 ,277 ,1031 ,10690 ,3010 
2019-10-25,22800 ,277 ,1004 ,10785 ,3023 
2019-10-28,22867 ,278 ,999 ,10775 ,3039 
2019-10-29,22974 ,278 ,1016 ,10675 ,3037 
2019-10-30,22843 ,276 ,1012 ,10655 ,3047 
2019-10-31,22927 ,276 ,1017 ,10730 ,3038 
2019-11-01,22851 ,278 ,1023 ,10815 ,3067 
2019-11-04,,283 ,1035 ,10820 ,3078 
2019-11-05,23252 ,284 ,1046 ,10770 ,3075 
2019-11-06,23304 ,285 ,1027 ,10635 ,3077 
2019-11-07,23330 ,284 ,1023 ,10680 ,3085 
2019-11-08,23392 ,283 ,1020 ,10535 ,3093 
2019-11-11,23332 ,281 ,1009 ,10480 ,3087 
2019-11-12,23520 ,284 ,1018 ,10375 ,3092 
2019-11-13,23320 ,281 ,1004 ,10465 ,3094 
2019-11-14,23142 ,284 ,1010 ,10500 ,3097 
2019-11-15,23303 ,287 ,1025 ,10475 ,3120 
2019-11-18,23417 ,287 ,1020 ,10485 ,3122 
2019-11-19,23293 ,286 ,1002 ,10535 ,3120 
2019-11-20,23149 ,282 ,981 ,10550 ,3108 
2019-11-21,23039 ,278 ,956 ,10525 ,3104 
2019-11-22,23113 ,279 ,952 ,10490 ,3110 
2019-11-25,23293 ,282 ,980 ,10430 ,3134 
2019-11-26,23373 ,282 ,985 ,10420 ,3141 
2019-11-27,23438 ,283 ,979 ,10435 ,3154 
2019-11-28,23409 ,281 ,960 ,10420 ,
2019-11-29,23294 ,277 ,947 ,10430 ,3141 
2019-12-02,23530 ,277 ,953 ,10430 ,3114 
2019-12-03,23380 ,276 ,941 ,10440 ,3093 
2019-12-04,23135 ,274 ,938 ,10580 ,3113 
2019-12-05,23300 ,273 ,924 ,10555 ,3117 
2019-12-06,23354 ,277 ,944 ,10525 ,3146 
2019-12-09,23431 ,278 ,942 ,10445 ,3136 
2019-12-10,23410 ,279 ,940 ,10450 ,3133 
2019-12-11,23392 ,280 ,938 ,10455 ,3142 
2019-12-12,23425 ,285 ,956 ,10535 ,3169 
2019-12-13,24023 ,290 ,965 ,10485 ,3169 
2019-12-16,23952 ,290 ,962 ,10555 ,3191 
2019-12-17,24066 ,294 ,979 ,10560 ,3193 
2019-12-18,23934 ,294 ,972 ,10555 ,3191 
2019-12-19,23865 ,294 ,974 ,10545 ,3205 
2019-12-20,23817 ,295 ,980 ,10565 ,3221 
2019-12-23,23821 ,295 ,989 ,10575 ,3224 
2019-12-24,23831 ,293 ,973 ,10655 ,3223 
2019-12-26,23925 ,294 ,999 ,10745 ,3240 
2019-12-27,23838 ,295 ,1013 ,10780 ,3240 
2019-12-30,23657 ,294 ,1030 ,10810 ,3221 
2020-01-02,,290 ,1031 ,10845 ,3258 
2020-01-03,,291 ,1015 ,11000 ,3235 
2020-01-06,23205 ,288 ,985 ,11245 ,3246 
2020-01-07,23576 ,291 ,1006 ,11180 ,3237 
2020-01-08,23205 ,289 ,971 ,11360 ,3253 
2020-01-09,23740 ,294 ,1015 ,11055 ,3275 
2020-01-10,23851 ,297 ,1025 ,11035 ,3265 
2020-01-13,,300 ,1032 ,11080 ,3288 
2020-01-14,24025 ,302 ,1030 ,10975 ,3283 
2020-01-15,23917 ,300 ,1025 ,11060 ,3289 
2020-01-16,23933 ,303 ,1038 ,11060 ,3317 
2020-01-17,24041 ,303 ,1035 ,11075 ,3330 
2020-01-20,24084 ,306 ,1026 ,11140 ,
2020-01-21,23865 ,302 ,1012 ,11155 ,3321 
2020-01-22,24031 ,306 ,1034 ,11050 ,3322 
2020-01-23,23795 ,302 ,1025 ,11080 ,3326 
2020-01-28,23216 ,293 ,986 ,11250 ,3276 
2020-01-29,23379 ,294 ,998 ,11160 ,3273 
2020-01-30,22978 ,288 ,977 ,11225 ,3284 
2020-01-31,23205 ,285 ,959 ,11210 ,3226 
2020-02-03,22972 ,285 ,972 ,11240 ,3249 
2020-02-04,23085 ,291 ,993 ,11180 ,3298 
2020-02-05,23320 ,292 ,989 ,11095 ,3335 
2020-02-06,23874 ,301 ,1011 ,11080 ,3346 
2020-02-07,23828 ,298 ,1010 ,11125 ,3328 
2020-02-10,23686 ,296 ,1017 ,11180 ,3352 
2020-02-11,,299 ,1029 ,11165 ,3358 
2020-02-12,23861 ,302 ,1034 ,11130 ,3379 
2020-02-13,23828 ,301 ,1033 ,11210 ,3374 
2020-02-14,23688 ,303 ,1031 ,11210 ,3380 
2020-02-17,23523 ,303 ,1035 ,11255 ,
2020-02-18,23194 ,298 ,1019 ,11280 ,3370 
2020-02-19,23401 ,298 ,1021 ,11405 ,3386 
2020-02-20,23479 ,297 ,1014 ,11440 ,3373 
2020-02-21,23387 ,292 ,990 ,11600 ,3338 
2020-02-24,,281 ,946 ,11830 ,3226 
2020-02-25,22605 ,284 ,982 ,11640 ,3128 
2020-02-26,22426 ,280 ,982 ,11695 ,3116 
2020-02-27,21948 ,277 ,964 ,11745 ,2979 
2020-02-28,21143 ,268 ,927 ,11615 ,2954 
2020-03-02,21344 ,270 ,956 ,11405 ,3090 
2020-03-03,21083 ,272 ,949 ,11365 ,3003 
2020-03-04,21100 ,278 ,968 ,11675 ,3130 
2020-03-05,21329 ,281 ,981 ,11660 ,3024 
2020-03-06,20750 ,275 ,970 ,11910 ,2972 
2020-03-09,19699 ,263 ,930 ,11880 ,2747 
2020-03-10,19867 ,265 ,948 ,11805 ,2882 
2020-03-11,19416 ,257 ,906 ,11810 ,2741 
2020-03-12,18560 ,248 ,867 ,11605 ,2481 
2020-03-13,17431 ,241 ,820 ,11290 ,2711 
2020-03-16,17002 ,233 ,795 ,10965 ,2386 
2020-03-17,17012 ,227 ,827 ,10570 ,2529 
2020-03-18,16727 ,216 ,772 ,10725 ,2398 
2020-03-19,16553 ,199 ,697 ,10535 ,2409 
2020-03-20,,214 ,770 ,10655 ,2305 
2020-03-23,16888 ,202 ,731 ,10610 ,2237 
2020-03-24,18092 ,220 ,796 ,11270 ,2447 
2020-03-25,19547 ,233 ,829 ,11730 ,2476 
2020-03-26,18665 ,229 ,836 ,11465 ,2630 
2020-03-27,19389 ,234 ,841 ,11675 ,2541 
2020-03-30,19085 ,232 ,867 ,11600 ,2627 
2020-03-31,18917 ,237 ,917 ,11545 ,2585 
2020-04-01,18065 ,226 ,876 ,11310 ,2471 
2020-04-02,17819 ,232 ,907 ,11305 ,2527 
2020-04-03,17820 ,232 ,911 ,11500 ,2489 
2020-04-06,18576 ,241 ,949 ,11640 ,2664 
2020-04-07,18950 ,245 ,955 ,12110 ,2659 
2020-04-08,19353 ,242 ,948 ,11875 ,2750 
2020-04-09,19346 ,246 ,957 ,11900 ,2790 
2020-04-10,19499 ,248 ,949 ,12500 ,
2020-04-13,19043 ,243 ,928 ,12240 ,2762 
2020-04-14,19639 ,247 ,953 ,12450 ,2846 
2020-04-16,19290 ,247 ,976 ,12365 ,2800 
2020-04-17,19897 ,255 ,992 ,12090 ,2875 
2020-04-20,19669 ,252 ,990 ,11945 ,2823 
2020-04-21,19281 ,249 ,978 ,12075 ,2737 
2020-04-22,19138 ,252 ,989 ,12035 ,2799 
2020-04-23,19429 ,254 ,995 ,12295 ,2798 
2020-04-24,19262 ,250 ,978 ,12335 ,2837 
2020-04-27,19783 ,255 ,1001 ,12290 ,2878 
2020-04-28,19771 ,256 ,994 ,12085 ,2863 
2020-04-29,,258 ,993 ,12165 ,2940 
2020-05-04,,251 ,984 ,12090 ,2843 
2020-05-06,,255 ,1012 ,12075 ,2848 
2020-05-07,19675 ,254 ,1025 ,11930 ,2881 
2020-05-08,20179 ,257 ,1053 ,12210 ,2930 
2020-05-11,20391 ,255 ,1060 ,12040 ,2930 
2020-05-12,20366 ,253 ,1057 ,12015 ,2870 
2020-05-13,20267 ,256 ,1068 ,12035 ,2820 
2020-05-14,19915 ,254 ,1067 ,12140 ,2853 
2020-05-15,20037 ,254 ,1066 ,12325 ,2864 
2020-05-18,20134 ,255 ,1055 ,12505 ,2954 
2020-05-19,20433 ,262 ,1065 ,12260 ,2923 
2020-05-20,20595 ,263 ,1082 ,12365 ,2972 
2020-05-21,20552 ,264 ,1093 ,12300 ,2949 
2020-05-22,20388 ,260 ,1080 ,12260 ,2955 
2020-05-25,20742 ,263 ,1096 ,12240 ,
2020-05-26,21271 ,267 ,1111 ,12275 ,2992 
2020-05-27,21419 ,268 ,1103 ,12055 ,3036 
